PotentialFraud,num_unique_patients,avg_age,pct_male,pct_female,pct_deceased,num_inpatient_claims,inpatient_unique_patients,avg_inpatient_payment,total_inpatient_payment,max_inpatient_payment,avg_length_of_stay,max_length_of_stay,avg_inpatient_deductible,num_outpatient_claims,outpatient_unique_patients,avg_outpatient_payment,total_outpatient_payment,max_outpatient_payment,avg_claim_duration,avg_outpatient_deductible,state_freq
1,61.0,82.0,0.4666666666666667,0.5333333333333333,0.0,75.0,61.0,9002.666666666666,675200.0,57000.0,6.32,23.0,1068.0,171.0,140.0,263.62573099415204,45080.0,3300.0,1.1754385964912282,2.573099415204678,15
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,19.0,196.4516129032258,6090.0,1600.0,1.935483870967742,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,193.5,3870.0,2000.0,0.0,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,440.0,6600.0,3300.0,1.3333333333333333,4.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,144.11764705882354,2450.0,1700.0,0.0,2.3529411764705883,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,26.0,340.9375,10910.0,3000.0,0.0,3.75,3318
0,1.0,68.0,0.0,1.0,0.0,1.0,1.0,57000.0,57000.0,57000.0,17.0,17.0,1068.0,50.0,49.0,306.8,15340.0,3300.0,1.12,2.0,15
0,6.0,80.16666666666667,0.5,0.5,0.0,6.0,6.0,16333.333333333334,98000.0,27000.0,7.333333333333333,16.0,1068.0,94.0,69.0,416.8085106382979,39180.0,3300.0,1.946808510638298,3.1914893617021276,15
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,51.0,329.8347107438017,39910.0,3300.0,1.8760330578512396,3.2231404958677685,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,88.0,221.23893805309734,25000.0,3000.0,1.2920353982300885,1.415929203539823,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,160.0,480.0,400.0,0.0,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,75.0,150.0,90.0,0.0,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,90.0,90.0,90.0,0.0,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,73.0,304.5625,48730.0,3300.0,1.74375,3.75,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,248.46153846153845,6460.0,2000.0,1.0769230769230769,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,176.66666666666666,2120.0,700.0,0.0,0.0,3318
0,1.0,101.0,1.0,0.0,0.0,1.0,1.0,3000.0,3000.0,3000.0,6.0,6.0,1068.0,9.0,9.0,245.55555555555554,2210.0,800.0,1.5555555555555556,0.0,15
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,594.0,2970.0,2400.0,2.0,6.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,159.375,2550.0,1300.0,0.4375,3.75,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,27.0,171.62790697674419,7380.0,900.0,0.3023255813953488,9.534883720930232,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,400.0,7200.0,2300.0,1.1666666666666667,5.0,3318
0,1.0,80.0,0.0,1.0,0.0,1.0,1.0,14000.0,14000.0,14000.0,8.0,8.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
0,1.0,80.0,1.0,0.0,0.0,1.0,1.0,57000.0,57000.0,57000.0,19.0,19.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,317.85714285714283,4450.0,1200.0,4.142857142857143,7.142857142857143,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,481.42857142857144,3370.0,1400.0,0.0,0.0,3318
0,5.0,83.0,0.4,0.6,0.0,5.0,5.0,8200.0,41000.0,16000.0,6.4,11.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,44.0,256.7741935483871,15920.0,3300.0,1.2741935483870968,1.7741935483870968,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,89.0,278.0701754385965,47550.0,3300.0,1.2514619883040936,3.391812865497076,3318
0,6.0,85.83333333333333,0.5,0.5,0.0,6.0,6.0,5666.666666666667,34000.0,18000.0,3.8333333333333335,12.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,112.3076923076923,1460.0,400.0,1.6153846153846154,8.461538461538462,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1510.0,3020.0,3000.0,0.0,0.0,3318
0,5.0,76.4,0.6,0.4,0.0,5.0,5.0,7400.0,37000.0,12000.0,4.6,6.0,1068.0,10.0,10.0,175.0,1750.0,500.0,1.9,0.0,73
0,5.0,87.5,0.3333333333333333,0.6666666666666666,0.16666666666666666,6.0,5.0,6500.0,39000.0,18000.0,8.5,15.0,1068.0,150.0,49.0,387.73333333333335,58160.0,3300.0,3.38,4.733333333333333,73
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,184.0,920.0,400.0,1.6,0.0,3318
0,11.0,82.72727272727273,0.36363636363636365,0.6363636363636364,0.0,11.0,11.0,9727.272727272728,107000.0,27000.0,5.363636363636363,11.0,1068.0,44.0,43.0,292.5,12870.0,2600.0,1.1136363636363635,4.318181818181818,73
0,4.0,82.75,1.0,0.0,0.0,4.0,4.0,15000.0,60000.0,25000.0,8.25,20.0,1068.0,4.0,4.0,580.0,2320.0,2000.0,0.25,0.0,73
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,151.53846153846155,1970.0,500.0,1.7692307692307692,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,514.2857142857143,3600.0,3300.0,2.857142857142857,0.0,3318
0,40.0,83.58695652173913,0.45652173913043476,0.5434782608695652,0.0,46.0,40.0,9717.391304347826,447000.0,55000.0,4.369565217391305,16.0,1068.0,69.0,62.0,257.39130434782606,17760.0,2600.0,1.2028985507246377,3.9130434782608696,73
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,88.18181818181819,970.0,300.0,1.8181818181818181,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,440.0,285.2226720647773,140900.0,3300.0,1.4251012145748987,2.4696356275303644,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,207.0,252.75766016713092,90740.0,3300.0,1.392757660167131,1.5041782729805013,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,174.0,289.16500994035783,145450.0,4060.0,1.2664015904572565,3.7176938369781314,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,261.0,460.35714285714283,128900.0,14010.0,1.5178571428571428,3.1785714285714284,3318
0,5.0,71.0,0.16666666666666666,0.8333333333333334,0.0,6.0,5.0,12000.0,72000.0,27000.0,4.5,7.0,1068.0,81.0,56.0,229.87654320987653,18620.0,2800.0,1.876543209876543,4.814814814814815,73
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,246.0,367.3784355179704,173770.0,4300.0,1.7674418604651163,2.66384778012685,3318
0,5.0,87.2,0.6,0.4,0.0,5.0,5.0,7000.0,35000.0,11000.0,3.4,6.0,1068.0,16.0,16.0,293.75,4700.0,1700.0,2.5,1.25,73
0,11.0,78.0909090909091,0.5454545454545454,0.45454545454545453,0.0,11.0,11.0,9909.09090909091,109000.0,42000.0,3.909090909090909,9.0,1068.0,126.0,78.0,259.04761904761904,32640.0,2800.0,2.1587301587301586,3.0952380952380953,73
0,22.0,82.13636363636364,0.4090909090909091,0.5909090909090909,0.045454545454545456,22.0,22.0,9972.727272727272,219400.0,31000.0,6.2727272727272725,21.0,1068.0,117.0,113.0,278.8888888888889,32630.0,3300.0,1.0854700854700854,3.076923076923077,52
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,38.0,449.54545454545456,29670.0,3300.0,1.7121212121212122,7.2727272727272725,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,41.0,295.7471264367816,25730.0,4020.0,0.9195402298850575,4.942528735632184,3318
0,8.0,85.5,0.375,0.625,0.0,8.0,8.0,7750.0,62000.0,16000.0,7.125,22.0,1068.0,16.0,15.0,386.875,6190.0,3300.0,1.3125,0.0,73
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,429.0,318.48425196850394,161790.0,14900.0,1.68503937007874,2.2244094488188977,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1383.3333333333333,4150.0,2100.0,13.333333333333334,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,520.0,270.30664395229985,158670.0,3300.0,1.616695059625213,1.7206132879045997,3318
1,117.0,85.8013698630137,0.3835616438356164,0.6164383561643836,0.0,146.0,117.0,10266.438356164384,1498900.0,86000.0,5.363013698630137,27.0,1068.0,113.0,93.0,309.11504424778764,34930.0,3500.0,1.5398230088495575,2.47787610619469,73
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,40.0,339.7142857142857,23780.0,3300.0,2.157142857142857,1.4285714285714286,3318
0,3.0,92.66666666666667,0.3333333333333333,0.6666666666666666,0.0,3.0,3.0,14000.0,42000.0,24000.0,4.333333333333333,5.0,1068.0,23.0,23.0,341.30434782608694,7850.0,1800.0,1.4782608695652173,0.0,73
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,318.75,2550.0,1000.0,5.25,0.0,3318
1,28.0,79.78378378378379,0.4864864864864865,0.5135135135135135,0.0,37.0,28.0,9405.405405405405,348000.0,41000.0,6.081081081081081,28.0,1068.0,12.0,12.0,420.8333333333333,5050.0,3300.0,0.16666666666666666,0.0,23
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,117.77777777777777,1060.0,400.0,0.0,11.11111111111111,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,37.0,181.7948717948718,7090.0,1200.0,0.8717948717948718,1.5384615384615385,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,135.0,282.0422535211268,40050.0,3300.0,1.6408450704225352,1.6901408450704225,3318
0,19.0,75.42105263157895,0.3157894736842105,0.6842105263157895,0.05263157894736842,19.0,19.0,10000.0,190000.0,57000.0,6.2631578947368425,24.0,1068.0,4.0,4.0,255.0,1020.0,500.0,0.0,0.0,73
0,26.0,83.42307692307692,0.46153846153846156,0.5384615384615384,0.038461538461538464,26.0,26.0,7538.461538461538,196000.0,23000.0,5.884615384615385,26.0,1068.0,182.0,167.0,229.6153846153846,41790.0,3300.0,1.7087912087912087,3.956043956043956,73
0,3.0,93.0,0.3333333333333333,0.6666666666666666,0.0,3.0,3.0,15000.0,45000.0,18000.0,11.333333333333334,23.0,1068.0,51.0,49.0,244.31372549019608,12460.0,2800.0,2.196078431372549,1.3725490196078431,73
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,300.0,300.0,300.0,0.0,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,68.0,283.94160583941607,38900.0,3300.0,1.5912408759124088,1.167883211678832,3318
0,17.0,80.29411764705883,0.4117647058823529,0.5882352941176471,0.0,17.0,17.0,9823.529411764706,167000.0,22000.0,4.0588235294117645,11.0,1068.0,33.0,21.0,291.5151515151515,9620.0,1800.0,2.9696969696969697,0.0,73
1,71.0,82.28395061728395,0.41975308641975306,0.5802469135802469,0.08641975308641975,81.0,71.0,8935.802469135802,723800.0,54000.0,5.419753086419753,24.0,1068.0,345.0,300.0,316.28985507246375,109120.0,10200.0,1.289855072463768,3.1594202898550723,73
1,107.0,80.89565217391305,0.43478260869565216,0.5652173913043478,0.0,115.0,107.0,10470.0,1204050.0,89000.0,5.139130434782609,26.0,1068.0,93.0,93.0,253.01075268817203,23530.0,2800.0,1.3655913978494623,2.3655913978494625,73
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,45.0,271.95652173913044,12510.0,3300.0,0.782608695652174,9.565217391304348,3318
0,6.0,91.0,0.7142857142857143,0.2857142857142857,0.0,7.0,6.0,8000.0,56000.0,19000.0,4.285714285714286,11.0,1068.0,12.0,12.0,301.6666666666667,3620.0,1800.0,4.833333333333333,0.0,73
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,252.0,244.02061855670104,142020.0,3300.0,1.3986254295532645,2.336769759450172,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,200.0,400.0,400.0,1.0,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,30.0,338.38709677419354,10490.0,3300.0,0.03225806451612903,0.967741935483871,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,144.0,323.125,87890.0,3300.0,2.327205882352941,3.4926470588235294,3318
0,8.0,80.88888888888889,0.3333333333333333,0.6666666666666666,0.0,9.0,8.0,9333.333333333334,84000.0,34000.0,3.5555555555555554,6.0,1068.0,70.0,65.0,350.2857142857143,24520.0,6060.0,1.3142857142857143,2.142857142857143,73
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,498.57142857142856,3490.0,3300.0,0.0,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,401.0,253.88,253880.0,3300.0,1.466,3.02,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,22.0,334.0,10020.0,2300.0,1.0,8.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1700.0,3400.0,3300.0,0.0,0.0,3318
0,1.0,92.0,1.0,0.0,0.0,1.0,1.0,3000.0,3000.0,3000.0,3.0,3.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
1,4.0,77.8,0.8,0.2,0.0,5.0,4.0,11600.0,58000.0,15000.0,5.8,10.0,1068.0,128.0,44.0,317.890625,40690.0,3300.0,1.015625,3.203125,73
0,1.0,74.0,1.0,0.0,0.0,1.0,1.0,3000.0,3000.0,3000.0,1.0,1.0,1068.0,16.0,15.0,440.0,7040.0,2200.0,1.25,8.125,73
0,9.0,77.55555555555556,0.4444444444444444,0.5555555555555556,0.0,9.0,9.0,8888.888888888889,80000.0,30000.0,5.444444444444445,11.0,1068.0,7.0,7.0,394.2857142857143,2760.0,900.0,0.0,0.0,73
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,94.0,272.3076923076923,42480.0,3300.0,1.4743589743589745,1.0256410256410255,3318
0,2.0,72.5,0.5,0.5,0.0,2.0,2.0,9000.0,18000.0,12000.0,4.0,5.0,1068.0,7.0,7.0,110.0,770.0,200.0,2.857142857142857,0.0,73
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,576.0,8640.0,2500.0,1.9333333333333333,0.0,3318
0,39.0,84.83333333333333,0.47619047619047616,0.5238095238095238,0.0,42.0,39.0,8309.52380952381,349000.0,57000.0,5.357142857142857,18.0,1068.0,196.0,109.0,300.51020408163265,58900.0,3300.0,1.5,3.163265306122449,73
0,21.0,72.375,0.3333333333333333,0.6666666666666666,0.0,24.0,21.0,7333.333333333333,176000.0,19000.0,5.916666666666667,25.0,1068.0,21.0,21.0,203.8095238095238,4280.0,1400.0,1.4761904761904763,7.619047619047619,73
0,4.0,82.0,0.75,0.25,0.0,4.0,4.0,4000.0,16000.0,7000.0,1.75,3.0,1068.0,3.0,3.0,336.6666666666667,1010.0,800.0,6.666666666666667,0.0,73
0,10.0,81.1,0.4,0.6,0.0,10.0,10.0,14700.0,147000.0,57000.0,7.9,35.0,1068.0,225.0,118.0,245.73333333333332,55290.0,3300.0,1.0266666666666666,3.3777777777777778,73
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,186.66666666666666,560.0,400.0,0.0,0.0,3318
0,3.0,87.66666666666667,0.0,1.0,0.0,3.0,3.0,15333.333333333334,46000.0,37000.0,1.6666666666666667,4.0,1068.0,2.0,2.0,35.0,70.0,50.0,10.0,0.0,73
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2098.0,1354.0,287.9504289799809,604120.0,5400.0,1.644423260247855,2.7550047664442325,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,58.0,201.9672131147541,12320.0,2200.0,1.0327868852459017,2.2950819672131146,3318
1,78.0,85.86206896551724,0.367816091954023,0.632183908045977,0.011494252873563218,87.0,78.0,8901.149425287356,774400.0,28000.0,5.137931034482759,35.0,1068.0,347.0,209.0,285.5043227665706,99070.0,4100.0,1.7031700288184437,3.2564841498559076,73
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1057.0,804.0,304.399243140965,321750.0,17300.0,1.3159886471144748,2.0719016083254496,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,224.0,265.8839050131926,100770.0,3300.0,1.3509234828496042,3.1398416886543536,3318
0,50.0,79.24137931034483,0.46551724137931033,0.5344827586206896,0.017241379310344827,58.0,50.0,7248.275862068966,420400.0,20000.0,6.913793103448276,35.0,1068.0,29.0,29.0,156.89655172413794,4550.0,1500.0,1.9655172413793103,0.0,73
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,324.76190476190476,6820.0,2500.0,1.380952380952381,7.619047619047619,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,400.0,400.0,400.0,0.0,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,33.0,274.3243243243243,10150.0,2100.0,2.972972972972973,2.4324324324324325,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,65.0,167.42424242424244,11050.0,2600.0,1.2121212121212122,1.3636363636363635,3318
0,20.0,80.23809523809524,0.3333333333333333,0.6666666666666666,0.0,21.0,20.0,7809.523809523809,164000.0,29000.0,5.285714285714286,14.0,1068.0,76.0,72.0,293.8157894736842,22330.0,2800.0,1.644736842105263,0.6578947368421053,73
1,130.0,83.05479452054794,0.3424657534246575,0.6575342465753424,0.0,146.0,130.0,8575.342465753425,1252000.0,57000.0,5.335616438356165,35.0,1068.0,290.0,167.0,262.8965517241379,76240.0,3300.0,1.6758620689655173,2.7241379310344827,73
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,462.72727272727275,5090.0,3300.0,1.2727272727272727,0.0,3318
0,9.0,84.66666666666667,0.3333333333333333,0.6666666666666666,0.0,9.0,9.0,7111.111111111111,64000.0,13000.0,4.444444444444445,9.0,1068.0,22.0,20.0,296.8181818181818,6530.0,2500.0,3.3636363636363638,3.1818181818181817,73
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,367.0,268.70098039215685,109630.0,14060.0,1.3602941176470589,3.627450980392157,3318
0,33.0,86.32352941176471,0.4411764705882353,0.5588235294117647,0.0,34.0,33.0,8588.235294117647,292000.0,33000.0,5.9411764705882355,26.0,1068.0,70.0,56.0,204.42857142857142,14310.0,1700.0,1.4714285714285715,0.8571428571428571,73
0,7.0,86.28571428571429,0.2857142857142857,0.7142857142857143,0.0,7.0,7.0,7142.857142857143,50000.0,14000.0,3.857142857142857,8.0,1068.0,68.0,66.0,309.8529411764706,21070.0,2500.0,0.8676470588235294,1.7647058823529411,73
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.0,259.0,303.14726840855104,255250.0,3300.0,1.5807600950118765,1.7695961995249405,3318
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156.0,1421.0,279.30890538033395,602190.0,8000.0,1.4837662337662338,2.3979591836734695,3318
0,3.0,93.66666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,3.0,3.0,11000.0,33000.0,23000.0,3.6666666666666665,5.0,1068.0,1.0,1.0,90.0,90.0,90.0,0.0,0.0,73
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,503.0,256.47375504710635,190560.0,3300.0,1.5450874831763122,3.082099596231494,3318
0,3.0,85.5,0.5,0.5,0.0,4.0,3.0,17000.0,68000.0,30000.0,11.0,18.0,1068.0,10.0,10.0,95.0,950.0,300.0,0.1,0.0,73
0,56.0,81.70689655172414,0.41379310344827586,0.5862068965517241,0.0,58.0,56.0,7822.413793103448,453700.0,26000.0,4.793103448275862,23.0,1068.0,119.0,115.0,250.8403361344538,29850.0,2700.0,1.5546218487394958,3.0252100840336134,73
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,631.0,309.3806451612903,239770.0,3300.0,1.423225806451613,2.5161290322580645,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,61.0,241.73553719008265,29250.0,3100.0,0.6115702479338843,2.8925619834710745,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,36.0,380.5128205128205,14840.0,2700.0,2.230769230769231,3.076923076923077,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,137.91666666666666,3310.0,1100.0,0.8333333333333334,0.8333333333333334,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,329.0,260.57347670250897,145400.0,3300.0,1.075268817204301,4.032258064516129,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,233.0,306.43724696356276,75690.0,3300.0,1.3157894736842106,2.672064777327935,3318
0,2.0,60.5,0.0,1.0,0.0,2.0,2.0,5500.0,11000.0,7000.0,3.5,4.0,1068.0,17.0,16.0,105.29411764705883,1790.0,500.0,1.411764705882353,0.0,73
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,272.0,313.62847222222223,180650.0,3300.0,1.2013888888888888,3.0729166666666665,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,416.0,240.74135090609556,146130.0,3300.0,1.2487644151565074,3.1795716639209224,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,38.0,228.97435897435898,8930.0,2000.0,1.9230769230769231,1.794871794871795,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,50.0,150.0,80.0,0.0,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,264.2857142857143,1850.0,1300.0,4.142857142857143,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,300.0,300.0,300.0,0.0,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,58.46153846153846,760.0,200.0,0.0,7.6923076923076925,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,120.0,240.0,200.0,0.0,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,130.0,390.0,300.0,0.0,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,52.0,223.79310344827587,19470.0,2100.0,1.2413793103448276,5.977011494252873,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,243.33333333333334,730.0,700.0,0.0,0.0,3318
